#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=60000/1000 input-res=832x480 interlace=0 total-frames=600 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:27.25 q-aq:20.84 q-noVbv:27.25 q-Rceq:1.42 tex:223393 mv:38484 misc:3267 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.17;
in:19 out:22 type:b q:36.07 q-aq:36.00 q-noVbv:36.07 q-Rceq:1.42 tex:74 mv:860 misc:546 icu:0.00 pcu:160.50 scu:1399.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:22 out:23 type:B q:32.32 q-aq:30.99 q-noVbv:32.32 q-Rceq:1.42 tex:2876 mv:3977 misc:1707 icu:7.75 pcu:239.75 scu:1312.50 tlayer:3 pbqpoffset:3.65 pbfactor:1.53 avgQpOffsetCutree:-1.75;
in:21 out:24 type:b q:35.57 q-aq:36.00 q-noVbv:35.57 q-Rceq:1.42 tex:372 mv:1057 misc:651 icu:2.00 pcu:122.25 scu:1435.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:23 out:25 type:b q:35.07 q-aq:35.00 q-noVbv:35.07 q-Rceq:1.42 tex:423 mv:1242 misc:735 icu:0.00 pcu:146.50 scu:1413.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:28 out:26 type:B q:30.00 q-aq:26.25 q-noVbv:30.00 q-Rceq:1.42 tex:25351 mv:8972 misc:3093 icu:66.75 pcu:725.75 scu:767.50 tlayer:2 pbqpoffset:2.84 pbfactor:1.39 avgQpOffsetCutree:-3.64;
in:26 out:27 type:B q:31.32 q-aq:30.16 q-noVbv:31.32 q-Rceq:1.42 tex:4028 mv:5225 misc:1707 icu:14.50 pcu:412.00 scu:1133.50 tlayer:3 pbqpoffset:3.65 pbfactor:1.53 avgQpOffsetCutree:-1.87;
in:25 out:28 type:b q:34.57 q-aq:35.00 q-noVbv:34.57 q-Rceq:1.42 tex:181 mv:1713 misc:802 icu:3.00 pcu:183.00 scu:1374.00 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:27 out:29 type:b q:34.07 q-aq:34.00 q-noVbv:34.07 q-Rceq:1.42 tex:401 mv:1994 misc:885 icu:1.00 pcu:168.25 scu:1390.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:30 out:30 type:B q:30.32 q-aq:29.01 q-noVbv:30.32 q-Rceq:1.42 tex:9250 mv:5898 misc:1996 icu:15.75 pcu:444.25 scu:1100.00 tlayer:3 pbqpoffset:3.65 pbfactor:1.53 avgQpOffsetCutree:-1.68;
in:29 out:31 type:b q:33.57 q-aq:34.00 q-noVbv:33.57 q-Rceq:1.42 tex:348 mv:1718 misc:878 icu:1.25 pcu:189.00 scu:1369.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:31 out:32 type:b q:33.07 q-aq:33.00 q-noVbv:33.07 q-Rceq:1.42 tex:394 mv:1740 misc:938 icu:2.00 pcu:276.25 scu:1281.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:48 out:33 type:k q:25.49 q-aq:20.03 q-noVbv:25.49 q-Rceq:1.42 tex:221554 mv:28837 misc:3681 icu:971.00 pcu:562.25 scu:26.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.97;
in:40 out:34 type:B q:27.85 q-aq:23.37 q-noVbv:27.85 q-Rceq:1.42 tex:90966 mv:18124 misc:3502 icu:485.75 pcu:857.00 scu:217.25 tlayer:1 pbqpoffset:2.02 pbfactor:1.26 avgQpOffsetCutree:-4.47;
in:36 out:35 type:B q:29.55 q-aq:26.69 q-noVbv:29.55 q-Rceq:1.42 tex:14932 mv:9052 misc:2728 icu:91.50 pcu:578.00 scu:890.50 tlayer:2 pbqpoffset:3.55 pbfactor:1.51 avgQpOffsetCutree:-3.11;
in:34 out:36 type:B q:29.96 q-aq:28.83 q-noVbv:29.96 q-Rceq:1.42 tex:5421 mv:5813 misc:2070 icu:26.75 pcu:395.50 scu:1137.75 tlayer:3 pbqpoffset:3.88 pbfactor:1.57 avgQpOffsetCutree:-1.69;
in:33 out:37 type:b q:33.00 q-aq:33.01 q-noVbv:33.00 q-Rceq:1.42 tex:874 mv:2082 misc:948 icu:0.00 pcu:228.50 scu:1331.50 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:35 out:38 type:b q:32.92 q-aq:33.00 q-noVbv:32.92 q-Rceq:1.42 tex:561 mv:2305 misc:982 icu:1.75 pcu:194.75 scu:1363.50 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:38 out:39 type:B q:29.79 q-aq:28.79 q-noVbv:29.79 q-Rceq:1.42 tex:4119 mv:5908 misc:2021 icu:8.50 pcu:422.50 scu:1129.00 tlayer:3 pbqpoffset:3.88 pbfactor:1.57 avgQpOffsetCutree:-1.68;
in:37 out:40 type:b q:32.84 q-aq:33.00 q-noVbv:32.84 q-Rceq:1.42 tex:372 mv:2098 misc:986 icu:0.50 pcu:244.25 scu:1315.25 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:39 out:41 type:b q:32.75 q-aq:33.00 q-noVbv:32.75 q-Rceq:1.42 tex:843 mv:1741 misc:920 icu:0.50 pcu:222.00 scu:1337.50 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:44 out:42 type:B q:28.73 q-aq:25.88 q-noVbv:28.73 q-Rceq:1.42 tex:19344 mv:11056 misc:3112 icu:47.25 pcu:573.75 scu:939.00 tlayer:2 pbqpoffset:3.07 pbfactor:1.43 avgQpOffsetCutree:-3.16;
in:42 out:43 type:B q:29.63 q-aq:28.47 q-noVbv:29.63 q-Rceq:1.42 tex:5773 mv:6722 misc:2265 icu:8.25 pcu:499.00 scu:1052.75 tlayer:3 pbqpoffset:3.88 pbfactor:1.57 avgQpOffsetCutree:-1.64;
in:41 out:44 type:b q:32.67 q-aq:33.00 q-noVbv:32.67 q-Rceq:1.42 tex:421 mv:1930 misc:977 icu:1.25 pcu:158.00 scu:1400.75 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:43 out:45 type:b q:32.58 q-aq:33.00 q-noVbv:32.58 q-Rceq:1.42 tex:464 mv:1862 misc:938 icu:0.25 pcu:185.50 scu:1374.25 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:46 out:46 type:B q:29.46 q-aq:28.33 q-noVbv:29.46 q-Rceq:1.42 tex:5215 mv:6011 misc:2278 icu:12.00 pcu:437.25 scu:1110.75 tlayer:3 pbqpoffset:3.88 pbfactor:1.57 avgQpOffsetCutree:-1.78;
in:45 out:47 type:b q:32.50 q-aq:32.71 q-noVbv:32.50 q-Rceq:1.42 tex:690 mv:2024 misc:1126 icu:0.25 pcu:224.25 scu:1335.50 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:47 out:48 type:b q:32.42 q-aq:32.35 q-noVbv:32.42 q-Rceq:1.42 tex:550 mv:1852 misc:1030 icu:1.00 pcu:166.75 scu:1392.25 tlayer:4 pbqpoffset:6.88 pbfactor:2.21 avgQpOffsetCutree:0.00;
in:64 out:49 type:k q:25.75 q-aq:20.82 q-noVbv:25.75 q-Rceq:1.42 tex:186239 mv:29214 misc:2995 icu:1464.00 pcu:89.00 scu:7.00 tlayer:0 pbqpoffset:1.00 pbfactor:1.12 avgQpOffsetCutree:-5.64;
in:56 out:50 type:B q:27.71 q-aq:23.49 q-noVbv:27.71 q-Rceq:1.42 tex:104002 mv:17384 misc:3246 icu:726.50 pcu:668.00 scu:165.50 tlayer:1 pbqpoffset:2.09 pbfactor:1.27 avgQpOffsetCutree:-4.38;
in:52 out:51 type:B q:28.84 q-aq:25.96 q-noVbv:28.84 q-Rceq:1.42 tex:17351 mv:9011 misc:2662 icu:85.25 pcu:619.50 scu:855.25 tlayer:2 pbqpoffset:3.28 pbfactor:1.46 avgQpOffsetCutree:-3.11;
in:50 out:52 type:B q:29.48 q-aq:28.36 q-noVbv:29.48 q-Rceq:1.42 tex:5657 mv:5532 misc:2107 icu:18.25 pcu:494.50 scu:1047.25 tlayer:3 pbqpoffset:3.95 pbfactor:1.58 avgQpOffsetCutree:-1.71;
in:49 out:53 type:b q:32.46 q-aq:32.57 q-noVbv:32.46 q-Rceq:1.42 tex:594 mv:1683 misc:883 icu:1.50 pcu:192.75 scu:1365.75 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:51 out:54 type:b q:32.49 q-aq:32.50 q-noVbv:32.49 q-Rceq:1.42 tex:457 mv:1969 misc:926 icu:3.25 pcu:188.75 scu:1368.00 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:54 out:55 type:B q:29.54 q-aq:28.67 q-noVbv:29.54 q-Rceq:1.42 tex:7309 mv:5461 misc:1998 icu:17.25 pcu:488.50 scu:1054.25 tlayer:3 pbqpoffset:3.95 pbfactor:1.58 avgQpOffsetCutree:-1.68;
in:53 out:56 type:b q:32.53 q-aq:33.00 q-noVbv:32.53 q-Rceq:1.42 tex:544 mv:1494 misc:874 icu:2.50 pcu:127.00 scu:1430.50 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:55 out:57 type:b q:32.56 q-aq:33.00 q-noVbv:32.56 q-Rceq:1.42 tex:474 mv:2005 misc:929 icu:4.50 pcu:223.00 scu:1332.50 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:60 out:58 type:B q:28.83 q-aq:25.89 q-noVbv:28.83 q-Rceq:1.42 tex:21061 mv:8897 misc:2962 icu:100.25 pcu:604.75 scu:855.00 tlayer:2 pbqpoffset:3.15 pbfactor:1.44 avgQpOffsetCutree:-3.28;
in:58 out:59 type:B q:29.61 q-aq:28.56 q-noVbv:29.61 q-Rceq:1.42 tex:6600 mv:5574 misc:2154 icu:34.75 pcu:505.75 scu:1019.50 tlayer:3 pbqpoffset:3.95 pbfactor:1.58 avgQpOffsetCutree:-1.67;
in:57 out:60 type:b q:32.59 q-aq:33.00 q-noVbv:32.59 q-Rceq:1.42 tex:535 mv:1745 misc:928 icu:3.25 pcu:149.75 scu:1407.00 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:59 out:61 type:b q:32.62 q-aq:33.00 q-noVbv:32.62 q-Rceq:1.42 tex:486 mv:1618 misc:872 icu:0.50 pcu:158.00 scu:1401.50 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:62 out:62 type:B q:29.67 q-aq:28.50 q-noVbv:29.67 q-Rceq:1.42 tex:7290 mv:5339 misc:2019 icu:35.00 pcu:409.75 scu:1115.25 tlayer:3 pbqpoffset:3.95 pbfactor:1.58 avgQpOffsetCutree:-1.76;
in:61 out:63 type:b q:32.66 q-aq:33.00 q-noVbv:32.66 q-Rceq:1.42 tex:606 mv:1666 misc:904 icu:3.00 pcu:157.25 scu:1399.75 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:63 out:64 type:b q:32.69 q-aq:33.00 q-noVbv:32.69 q-Rceq:1.42 tex:525 mv:1767 misc:900 icu:4.00 pcu:280.25 scu:1275.75 tlayer:4 pbqpoffset:6.95 pbfactor:2.23 avgQpOffsetCutree:0.00;
in:80 out:65 type:k q:24.67 q-aq:19.31 q-noVbv:24.67 q-Rceq:1.42 tex:204084 mv:26305 misc:3555 icu:1118.50 pcu:383.50 scu:58.00 tlayer:0 pbqpoffset:0.65 pbfactor:1.08 avgQpOffsetCutree:-5.49;
in:72 out:66 type:B q:27.16 q-aq:23.31 q-noVbv:27.16 q-Rceq:1.42 tex:82419 mv:17210 misc:3539 icu:497.00 pcu:810.25 scu:252.75 tlayer:1 pbqpoffset:1.95 pbfactor:1.25 avgQpOffsetCutree:-4.00;
in:68 out:67 type:B q:27.84 q-aq:25.00 q-noVbv:27.84 q-Rceq:1.42 tex:23965 mv:9019 misc:2864 icu:112.00 pcu:566.00 scu:882.00 tlayer:2 pbqpoffset:2.36 pbfactor:1.31 avgQpOffsetCutree:-3.17;
in:66 out:68 type:B q:29.00 q-aq:27.84 q-noVbv:29.00 q-Rceq:1.42 tex:10370 mv:5574 misc:2192 icu:31.50 pcu:471.50 scu:1057.00 tlayer:3 pbqpoffset:3.38 pbfactor:1.48 avgQpOffsetCutree:-1.60;
in:65 out:69 type:b q:32.50 q-aq:33.00 q-noVbv:32.50 q-Rceq:1.42 tex:736 mv:1842 misc:942 icu:5.25 pcu:226.75 scu:1328.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:67 out:70 type:b q:32.37 q-aq:32.39 q-noVbv:32.37 q-Rceq:1.42 tex:998 mv:1836 misc:934 icu:4.50 pcu:226.25 scu:1329.25 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:70 out:71 type:B q:28.90 q-aq:27.84 q-noVbv:28.90 q-Rceq:1.42 tex:7693 mv:5494 misc:2085 icu:29.25 pcu:459.50 scu:1071.25 tlayer:3 pbqpoffset:3.55 pbfactor:1.51 avgQpOffsetCutree:-1.62;
in:69 out:72 type:b q:32.23 q-aq:32.06 q-noVbv:32.23 q-Rceq:1.42 tex:981 mv:2059 misc:984 icu:3.25 pcu:207.50 scu:1349.25 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:71 out:73 type:b q:32.02 q-aq:32.00 q-noVbv:32.02 q-Rceq:1.42 tex:1411 mv:2095 misc:990 icu:5.25 pcu:189.75 scu:1365.00 tlayer:4 pbqpoffset:6.74 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:76 out:74 type:B q:26.91 q-aq:24.02 q-noVbv:26.91 q-Rceq:1.42 tex:25919 mv:10913 misc:2848 icu:123.00 pcu:627.75 scu:809.25 tlayer:2 pbqpoffset:1.97 pbfactor:1.26 avgQpOffsetCutree:-3.09;
in:74 out:75 type:B q:28.41 q-aq:27.24 q-noVbv:28.41 q-Rceq:1.42 tex:8464 mv:5813 misc:2211 icu:31.25 pcu:426.75 scu:1102.00 tlayer:3 pbqpoffset:3.33 pbfactor:1.47 avgQpOffsetCutree:-1.64;
in:73 out:76 type:b q:31.61 q-aq:32.00 q-noVbv:31.61 q-Rceq:1.42 tex:1150 mv:2065 misc:1073 icu:4.25 pcu:189.25 scu:1366.50 tlayer:4 pbqpoffset:6.47 pbfactor:2.11 avgQpOffsetCutree:0.00;
in:75 out:77 type:b q:31.83 q-aq:32.00 q-noVbv:31.83 q-Rceq:1.42 tex:1468 mv:2416 misc:1036 icu:9.25 pcu:200.75 scu:1350.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:78 out:78 type:B q:28.47 q-aq:27.15 q-noVbv:28.47 q-Rceq:1.42 tex:9468 mv:6921 misc:2331 icu:39.00 pcu:532.75 scu:988.25 tlayer:3 pbqpoffset:3.67 pbfactor:1.53 avgQpOffsetCutree:-1.70;
in:77 out:79 type:b q:31.69 q-aq:32.00 q-noVbv:31.69 q-Rceq:1.42 tex:407 mv:1899 misc:958 icu:0.50 pcu:187.75 scu:1371.75 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:79 out:80 type:b q:31.56 q-aq:32.00 q-noVbv:31.56 q-Rceq:1.42 tex:865 mv:2446 misc:1033 icu:2.00 pcu:194.50 scu:1363.50 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:96 out:81 type:k q:24.66 q-aq:19.46 q-noVbv:24.66 q-Rceq:1.42 tex:191991 mv:27612 misc:3029 icu:1443.50 pcu:115.00 scu:1.50 tlayer:0 pbqpoffset:0.88 pbfactor:1.11 avgQpOffsetCutree:-5.83;
in:88 out:82 type:B q:26.59 q-aq:22.57 q-noVbv:26.59 q-Rceq:1.42 tex:103097 mv:17733 misc:3362 icu:682.25 pcu:683.25 scu:194.50 tlayer:1 pbqpoffset:1.93 pbfactor:1.25 avgQpOffsetCutree:-4.11;
in:84 out:83 type:B q:28.09 q-aq:25.17 q-noVbv:28.09 q-Rceq:1.42 tex:22807 mv:9180 misc:3213 icu:90.75 pcu:518.00 scu:951.25 tlayer:2 pbqpoffset:3.42 pbfactor:1.48 avgQpOffsetCutree:-3.17;
in:82 out:84 type:B q:28.46 q-aq:27.30 q-noVbv:28.46 q-Rceq:1.42 tex:5790 mv:5613 misc:2285 icu:23.25 pcu:415.25 scu:1121.50 tlayer:3 pbqpoffset:3.79 pbfactor:1.55 avgQpOffsetCutree:-1.61;
in:81 out:85 type:b q:31.46 q-aq:31.80 q-noVbv:31.46 q-Rceq:1.42 tex:907 mv:2202 misc:1059 icu:2.75 pcu:219.00 scu:1338.25 tlayer:4 pbqpoffset:6.79 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:83 out:86 type:b q:31.46 q-aq:31.55 q-noVbv:31.46 q-Rceq:1.42 tex:1016 mv:2053 misc:1019 icu:2.50 pcu:225.75 scu:1331.75 tlayer:4 pbqpoffset:6.79 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:86 out:87 type:B q:28.46 q-aq:27.31 q-noVbv:28.46 q-Rceq:1.42 tex:6440 mv:5116 misc:2084 icu:16.50 pcu:416.00 scu:1127.50 tlayer:3 pbqpoffset:3.79 pbfactor:1.55 avgQpOffsetCutree:-1.56;
