#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=24000/1000 input-res=832x480 interlace=0 total-frames=240 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:19.70 q-aq:12.87 q-noVbv:19.70 q-Rceq:0.98 tex:418362 mv:36887 misc:3111 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.22;
in:10 out:11 type:B q:26.39 q-aq:25.00 q-noVbv:26.39 q-Rceq:0.98 tex:502 mv:1334 misc:644 icu:2.00 pcu:145.25 scu:1412.75 tlayer:3 pbqpoffset:3.77 pbfactor:1.55 avgQpOffsetCutree:-1.64;
in:9 out:12 type:b q:29.39 q-aq:29.00 q-noVbv:29.39 q-Rceq:0.98 tex:2 mv:169 misc:197 icu:0.00 pcu:40.00 scu:1520.00 tlayer:4 pbqpoffset:6.77 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:29.39 q-aq:29.00 q-noVbv:29.39 q-Rceq:0.98 tex:4 mv:319 misc:245 icu:0.00 pcu:73.00 scu:1487.00 tlayer:4 pbqpoffset:6.77 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:26.39 q-aq:24.53 q-noVbv:26.39 q-Rceq:0.98 tex:885 mv:1194 misc:705 icu:0.50 pcu:123.00 scu:1436.50 tlayer:3 pbqpoffset:3.77 pbfactor:1.55 avgQpOffsetCutree:-1.68;
in:13 out:15 type:b q:29.39 q-aq:29.00 q-noVbv:29.39 q-Rceq:0.98 tex:7 mv:320 misc:249 icu:0.00 pcu:30.00 scu:1530.00 tlayer:4 pbqpoffset:6.77 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:15 out:16 type:b q:29.39 q-aq:29.00 q-noVbv:29.39 q-Rceq:0.98 tex:3 mv:219 misc:234 icu:0.00 pcu:31.00 scu:1529.00 tlayer:4 pbqpoffset:6.77 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:32 out:17 type:k q:18.61 q-aq:12.72 q-noVbv:18.61 q-Rceq:0.98 tex:411959 mv:37870 misc:2939 icu:1534.00 pcu:25.75 scu:0.25 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.72;
in:24 out:18 type:B q:22.71 q-aq:17.88 q-noVbv:22.71 q-Rceq:0.98 tex:114639 mv:20431 misc:4066 icu:261.00 pcu:974.25 scu:324.75 tlayer:1 pbqpoffset:2.09 pbfactor:1.27 avgQpOffsetCutree:-4.39;
in:20 out:19 type:B q:25.21 q-aq:21.69 q-noVbv:25.21 q-Rceq:0.98 tex:5404 mv:3739 misc:1513 icu:5.75 pcu:481.25 scu:1073.00 tlayer:2 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-3.20;
in:18 out:20 type:B q:25.71 q-aq:24.16 q-noVbv:25.71 q-Rceq:0.98 tex:1217 mv:1886 misc:937 icu:0.50 pcu:322.25 scu:1237.25 tlayer:3 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-1.67;
in:17 out:21 type:b q:28.96 q-aq:29.00 q-noVbv:28.96 q-Rceq:0.98 tex:4 mv:305 misc:267 icu:0.00 pcu:64.00 scu:1496.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:19 out:22 type:b q:28.46 q-aq:28.00 q-noVbv:28.46 q-Rceq:0.98 tex:5 mv:332 misc:279 icu:0.00 pcu:136.00 scu:1424.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:22 out:23 type:B q:24.71 q-aq:23.52 q-noVbv:24.71 q-Rceq:0.98 tex:1355 mv:1341 misc:824 icu:2.00 pcu:189.75 scu:1368.25 tlayer:3 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-1.68;
in:21 out:24 type:b q:27.95 q-aq:28.00 q-noVbv:27.95 q-Rceq:0.98 tex:17 mv:263 misc:272 icu:0.00 pcu:61.00 scu:1499.00 tlayer:4 pbqpoffset:6.59 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:23 out:25 type:b q:27.46 q-aq:27.00 q-noVbv:27.46 q-Rceq:0.98 tex:6 mv:303 misc:259 icu:0.00 pcu:78.00 scu:1482.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:28 out:26 type:B q:23.21 q-aq:18.99 q-noVbv:23.21 q-Rceq:0.98 tex:27450 mv:4502 misc:3392 icu:40.00 pcu:857.75 scu:662.25 tlayer:2 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-3.41;
in:26 out:27 type:B q:23.71 q-aq:22.58 q-noVbv:23.71 q-Rceq:0.98 tex:1313 mv:1208 misc:935 icu:1.75 pcu:316.50 scu:1241.75 tlayer:3 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-1.54;
in:25 out:28 type:b q:26.96 q-aq:27.00 q-noVbv:26.96 q-Rceq:0.98 tex:7 mv:299 misc:238 icu:0.00 pcu:90.00 scu:1470.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:27 out:29 type:b q:26.46 q-aq:26.00 q-noVbv:26.46 q-Rceq:0.98 tex:6 mv:270 misc:236 icu:0.00 pcu:73.00 scu:1487.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:30 out:30 type:B q:22.71 q-aq:21.51 q-noVbv:22.71 q-Rceq:0.98 tex:1784 mv:1831 misc:1089 icu:21.50 pcu:261.25 scu:1277.25 tlayer:3 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-1.54;
in:29 out:31 type:b q:25.96 q-aq:26.00 q-noVbv:25.96 q-Rceq:0.98 tex:35 mv:418 misc:339 icu:0.25 pcu:136.00 scu:1423.75 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:31 out:32 type:b q:25.46 q-aq:25.00 q-noVbv:25.46 q-Rceq:0.98 tex:25 mv:271 misc:336 icu:0.00 pcu:53.00 scu:1507.00 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:48 out:33 type:k q:14.61 q-aq:8.69 q-noVbv:14.61 q-Rceq:0.98 tex:580335 mv:49683 misc:3254 icu:897.00 pcu:651.25 scu:11.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.61;
in:40 out:34 type:B q:18.43 q-aq:13.38 q-noVbv:18.43 q-Rceq:0.98 tex:157900 mv:30727 misc:5221 icu:215.50 pcu:1079.75 scu:264.75 tlayer:1 pbqpoffset:1.81 pbfactor:1.23 avgQpOffsetCutree:-4.75;
in:36 out:35 type:B q:21.29 q-aq:17.44 q-noVbv:21.29 q-Rceq:0.98 tex:14641 mv:4845 misc:2466 icu:6.50 pcu:440.25 scu:1113.25 tlayer:2 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-3.07;
in:34 out:36 type:B q:21.79 q-aq:20.36 q-noVbv:21.79 q-Rceq:0.98 tex:2447 mv:1433 misc:992 icu:7.25 pcu:170.00 scu:1382.75 tlayer:3 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-1.68;
in:33 out:37 type:b q:25.04 q-aq:25.00 q-noVbv:25.04 q-Rceq:0.98 tex:7 mv:319 misc:330 icu:0.00 pcu:96.25 scu:1463.75 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:35 out:38 type:b q:24.54 q-aq:25.00 q-noVbv:24.54 q-Rceq:0.98 tex:4 mv:195 misc:241 icu:0.00 pcu:80.00 scu:1480.00 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:38 out:39 type:B q:20.79 q-aq:19.23 q-noVbv:20.79 q-Rceq:0.98 tex:4162 mv:2156 misc:1138 icu:6.50 pcu:331.75 scu:1221.75 tlayer:3 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-1.70;
in:37 out:40 type:b q:24.04 q-aq:24.00 q-noVbv:24.04 q-Rceq:0.98 tex:72 mv:358 misc:410 icu:0.00 pcu:68.50 scu:1491.50 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:39 out:41 type:b q:23.54 q-aq:24.00 q-noVbv:23.54 q-Rceq:0.98 tex:87 mv:421 misc:388 icu:0.00 pcu:60.50 scu:1499.50 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:44 out:42 type:B q:19.29 q-aq:15.32 q-noVbv:19.29 q-Rceq:0.98 tex:24274 mv:5802 misc:2524 icu:12.00 pcu:423.75 scu:1124.25 tlayer:2 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-3.40;
in:42 out:43 type:B q:19.79 q-aq:18.15 q-noVbv:19.79 q-Rceq:0.98 tex:6162 mv:2433 misc:1349 icu:5.50 pcu:293.75 scu:1260.75 tlayer:3 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-1.68;
in:41 out:44 type:b q:23.04 q-aq:23.00 q-noVbv:23.04 q-Rceq:0.98 tex:262 mv:391 misc:427 icu:0.00 pcu:108.25 scu:1451.75 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:43 out:45 type:b q:22.54 q-aq:23.00 q-noVbv:22.54 q-Rceq:0.98 tex:264 mv:399 misc:417 icu:0.00 pcu:87.25 scu:1472.75 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:46 out:46 type:B q:18.79 q-aq:17.19 q-noVbv:18.79 q-Rceq:0.98 tex:6747 mv:2535 misc:1214 icu:4.75 pcu:245.25 scu:1310.00 tlayer:3 pbqpoffset:3.68 pbfactor:1.53 avgQpOffsetCutree:-1.68;
in:45 out:47 type:b q:22.04 q-aq:22.37 q-noVbv:22.04 q-Rceq:0.98 tex:592 mv:529 misc:463 icu:0.50 pcu:58.50 scu:1501.00 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:47 out:48 type:b q:21.54 q-aq:22.00 q-noVbv:21.54 q-Rceq:0.98 tex:482 mv:385 misc:437 icu:0.00 pcu:76.50 scu:1483.50 tlayer:4 pbqpoffset:6.68 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:64 out:49 type:k q:13.84 q-aq:8.56 q-noVbv:13.84 q-Rceq:0.98 tex:692375 mv:48523 misc:2966 icu:1521.50 pcu:38.50 scu:0.00 tlayer:0 pbqpoffset:0.77 pbfactor:1.09 avgQpOffsetCutree:-6.89;
in:56 out:50 type:B q:16.16 q-aq:12.31 q-noVbv:16.16 q-Rceq:0.98 tex:282552 mv:32749 misc:5011 icu:467.00 pcu:904.00 scu:189.00 tlayer:1 pbqpoffset:1.94 pbfactor:1.25 avgQpOffsetCutree:-4.51;
in:52 out:51 type:B q:18.22 q-aq:14.70 q-noVbv:18.22 q-Rceq:0.98 tex:33591 mv:6638 misc:2803 icu:65.00 pcu:540.25 scu:954.75 tlayer:2 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-3.30;
in:50 out:52 type:B q:18.32 q-aq:16.95 q-noVbv:18.32 q-Rceq:0.98 tex:11054 mv:2557 misc:1453 icu:14.00 pcu:426.50 scu:1119.50 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.68;
in:49 out:53 type:b q:21.37 q-aq:21.26 q-noVbv:21.37 q-Rceq:0.98 tex:1304 mv:660 misc:572 icu:0.00 pcu:105.50 scu:1454.50 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:51 out:54 type:b q:21.27 q-aq:21.25 q-noVbv:21.27 q-Rceq:0.98 tex:2811 mv:1062 misc:759 icu:4.50 pcu:170.50 scu:1385.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:54 out:55 type:B q:18.13 q-aq:16.89 q-noVbv:18.13 q-Rceq:0.98 tex:11892 mv:3205 misc:1695 icu:20.50 pcu:375.00 scu:1164.50 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.68;
in:53 out:56 type:b q:21.17 q-aq:21.13 q-noVbv:21.17 q-Rceq:0.98 tex:2929 mv:1062 misc:769 icu:4.00 pcu:131.25 scu:1424.75 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:55 out:57 type:b q:21.08 q-aq:21.04 q-noVbv:21.08 q-Rceq:0.98 tex:4626 mv:1213 misc:785 icu:10.50 pcu:184.75 scu:1364.75 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:60 out:58 type:B q:17.83 q-aq:14.50 q-noVbv:17.83 q-Rceq:0.98 tex:76237 mv:7825 misc:4658 icu:75.25 pcu:998.50 scu:486.25 tlayer:2 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-3.37;
in:58 out:59 type:B q:17.93 q-aq:16.69 q-noVbv:17.93 q-Rceq:0.98 tex:15320 mv:3735 misc:2097 icu:26.25 pcu:549.50 scu:984.25 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.67;
in:57 out:60 type:b q:20.98 q-aq:21.02 q-noVbv:20.98 q-Rceq:0.98 tex:2992 mv:1135 misc:873 icu:2.75 pcu:250.50 scu:1306.75 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:59 out:61 type:b q:20.88 q-aq:21.03 q-noVbv:20.88 q-Rceq:0.98 tex:6710 mv:1859 misc:783 icu:17.75 pcu:227.25 scu:1315.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:62 out:62 type:B q:17.74 q-aq:16.51 q-noVbv:17.74 q-Rceq:0.98 tex:13842 mv:3144 misc:2118 icu:11.00 pcu:470.25 scu:1078.75 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.73;
in:61 out:63 type:b q:20.79 q-aq:21.00 q-noVbv:20.79 q-Rceq:0.98 tex:3252 mv:1025 misc:779 icu:6.00 pcu:144.25 scu:1409.75 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:63 out:64 type:b q:20.69 q-aq:21.00 q-noVbv:20.69 q-Rceq:0.98 tex:1791 mv:1031 misc:786 icu:0.00 pcu:180.00 scu:1380.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:80 out:65 type:k q:9.95 q-aq:4.11 q-noVbv:9.95 q-Rceq:0.98 tex:968928 mv:56285 misc:2923 icu:877.00 pcu:677.00 scu:6.00 tlayer:0 pbqpoffset:0.60 pbfactor:1.07 avgQpOffsetCutree:-6.66;
in:72 out:66 type:B q:13.76 q-aq:9.30 q-noVbv:13.76 q-Rceq:0.98 tex:302053 mv:40900 misc:4847 icu:274.25 pcu:1117.00 scu:168.75 tlayer:1 pbqpoffset:1.87 pbfactor:1.24 avgQpOffsetCutree:-4.71;
in:68 out:67 type:B q:16.10 q-aq:12.80 q-noVbv:16.10 q-Rceq:0.98 tex:39963 mv:8722 misc:3299 icu:26.00 pcu:656.00 scu:878.00 tlayer:2 pbqpoffset:3.24 pbfactor:1.45 avgQpOffsetCutree:-3.37;
in:66 out:68 type:B q:17.09 q-aq:15.79 q-noVbv:17.09 q-Rceq:0.98 tex:12640 mv:3416 misc:1632 icu:7.00 pcu:359.50 scu:1193.50 tlayer:3 pbqpoffset:3.73 pbfactor:1.54 avgQpOffsetCutree:-1.74;
in:65 out:69 type:b q:20.33 q-aq:20.16 q-noVbv:20.33 q-Rceq:0.98 tex:2651 mv:1136 misc:805 icu:0.50 pcu:195.75 scu:1363.75 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:67 out:70 type:b q:19.84 q-aq:20.00 q-noVbv:19.84 q-Rceq:0.98 tex:2748 mv:1158 misc:830 icu:0.75 pcu:221.50 scu:1337.75 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:70 out:71 type:B q:16.11 q-aq:14.93 q-noVbv:16.11 q-Rceq:0.98 tex:14319 mv:4215 misc:1850 icu:12.50 pcu:452.25 scu:1095.25 tlayer:3 pbqpoffset:3.73 pbfactor:1.54 avgQpOffsetCutree:-1.69;
in:69 out:72 type:b q:19.36 q-aq:19.06 q-noVbv:19.36 q-Rceq:0.98 tex:2820 mv:1211 misc:833 icu:2.00 pcu:198.50 scu:1359.50 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:71 out:73 type:b q:18.87 q-aq:19.00 q-noVbv:18.87 q-Rceq:0.98 tex:3533 mv:800 misc:715 icu:0.75 pcu:174.25 scu:1385.00 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:76 out:74 type:B q:13.97 q-aq:10.89 q-noVbv:13.97 q-Rceq:0.98 tex:52948 mv:9403 misc:3289 icu:90.50 pcu:613.75 scu:855.75 tlayer:2 pbqpoffset:3.05 pbfactor:1.42 avgQpOffsetCutree:-3.12;
in:74 out:75 type:B q:15.14 q-aq:13.79 q-noVbv:15.14 q-Rceq:0.98 tex:18124 mv:5038 misc:2102 icu:18.25 pcu:477.00 scu:1064.75 tlayer:3 pbqpoffset:3.73 pbfactor:1.54 avgQpOffsetCutree:-1.77;
in:73 out:76 type:b q:18.38 q-aq:18.20 q-noVbv:18.38 q-Rceq:0.98 tex:3141 mv:1147 misc:848 icu:0.75 pcu:163.25 scu:1396.00 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:75 out:77 type:b q:17.90 q-aq:18.00 q-noVbv:17.90 q-Rceq:0.98 tex:4388 mv:1524 misc:968 icu:5.00 pcu:246.75 scu:1308.25 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:78 out:78 type:B q:14.17 q-aq:12.56 q-noVbv:14.17 q-Rceq:0.98 tex:20804 mv:4612 misc:2128 icu:6.75 pcu:471.00 scu:1082.25 tlayer:3 pbqpoffset:3.73 pbfactor:1.54 avgQpOffsetCutree:-1.76;
in:77 out:79 type:b q:17.41 q-aq:17.08 q-noVbv:17.41 q-Rceq:0.98 tex:2739 mv:1130 misc:955 icu:1.00 pcu:297.75 scu:1261.25 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:79 out:80 type:b q:16.92 q-aq:17.00 q-noVbv:16.92 q-Rceq:0.98 tex:2085 mv:885 misc:702 icu:1.25 pcu:125.25 scu:1433.50 tlayer:4 pbqpoffset:6.73 pbfactor:2.18 avgQpOffsetCutree:0.00;
in:96 out:81 type:k q:10.61 q-aq:4.87 q-noVbv:10.61 q-Rceq:0.98 tex:949908 mv:57087 misc:2381 icu:1519.25 pcu:40.75 scu:0.00 tlayer:0 pbqpoffset:0.68 pbfactor:1.08 avgQpOffsetCutree:-7.13;
in:88 out:82 type:B q:12.06 q-aq:7.99 q-noVbv:12.06 q-Rceq:0.98 tex:438971 mv:40643 misc:4306 icu:556.75 pcu:940.00 scu:63.25 tlayer:1 pbqpoffset:1.78 pbfactor:1.23 avgQpOffsetCutree:-4.62;
in:84 out:83 type:B q:13.76 q-aq:10.45 q-noVbv:13.76 q-Rceq:0.98 tex:58622 mv:10097 misc:3713 icu:68.50 pcu:603.50 scu:888.00 tlayer:2 pbqpoffset:3.64 pbfactor:1.52 avgQpOffsetCutree:-3.27;
in:82 out:84 type:B q:13.67 q-aq:12.21 q-noVbv:13.67 q-Rceq:0.98 tex:29449 mv:5761 misc:2734 icu:26.25 pcu:572.00 scu:961.75 tlayer:3 pbqpoffset:3.64 pbfactor:1.52 avgQpOffsetCutree:-1.70;
in:81 out:85 type:b q:16.63 q-aq:16.78 q-noVbv:16.63 q-Rceq:0.98 tex:4066 mv:1357 misc:977 icu:1.25 pcu:176.00 scu:1382.75 tlayer:4 pbqpoffset:6.64 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:83 out:86 type:b q:16.71 q-aq:16.96 q-noVbv:16.71 q-Rceq:0.98 tex:4243 mv:1292 misc:961 icu:1.00 pcu:194.00 scu:1365.00 tlayer:4 pbqpoffset:6.64 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:86 out:87 type:B q:13.84 q-aq:12.25 q-noVbv:13.84 q-Rceq:0.98 tex:23613 mv:5164 misc:2343 icu:25.75 pcu:458.50 scu:1075.75 tlayer:3 pbqpoffset:3.64 pbfactor:1.52 avgQpOffsetCutree:-1.69;
